NAME,SYMBOL,ADDRESS,DECIMALS,LOGOURI,VERIFIED
Marijuana Joint,MARIJUANA,DYbRXaQcnj44SH9woxvyFdtcKkSoPoCEshRTQDZSjsBm,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/DYbRXaQcnj44SH9woxvyFdtcKkSoPoCEshRTQDZSjsBm/logo.png,true
Chairman Chow,CCC,E9bjYSAqabYAd2Zaev4qAMVNAiX7Z2Dp4Sn1JgsTn2b6,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/E9bjYSAqabYAd2Zaev4qAMVNAiX7Z2Dp4Sn1JgsTn2b6/logo.png,true
Physis,PHY,EswgBj2hZKdgovX2ihWSUDnuBg9VNbGmSGoH5yjNsPRa,9,https://assets.coingecko.com/coins/images/23087/large/PHY-icon-200x200.png?1643181312,true
SolCondoms,CONDOMS,EzL6LLmv4vgfF7irkjG7ZxM92bTJ9f6nFopDXJTow7zj,9,https://assets.coingecko.com/coins/images/21814/large/DboqD2_o_400x400.jpg?1640071580,true
USD Coin (Portal from BSC),USDCbs,FCqfQSujuPxy6V42UvafBhsysWtEq1vhjfMN1PUbgaxA,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/FCqfQSujuPxy6V42UvafBhsysWtEq1vhjfMN1PUbgaxA/logo.png,true
Famous Fox Federation,FOXY,FoXyMu5xwXre7zEoSvzViRk3nGawHUp9kUh97y2NDhcq,0,https://assets.coingecko.com/coins/images/26191/large/uFYaQEsU_400x400.jpg?1656397523,true
Genopets,GENE,GENEtH5amGSi8kHAtQoezp1XEXwZJ8vcuePYnXdKrMYz,9,https://assets.coingecko.com/coins/images/20360/large/gene-token.png?1636945172,true
Space Vizsla,SVIZ,GV6n9Uow3XzMWSs8vwTCML8SvMA6ozbidaEfdPoSoraQ,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/GV6n9Uow3XzMWSs8vwTCML8SvMA6ozbidaEfdPoSoraQ/VizslaMoonLogo100x100.png,true
StarLaunch,STARS,HCgybxq5Upy8Mccihrp7EsmwwFqYZtrHrsmsKwtGXLgW,6,https://assets.coingecko.com/coins/images/20109/large/OP3eksDQ_400x400.png?1636513478,true
Axie Infinity Shard (Wormhole),AXSET,HysWcbHiYY9888pHbaqhwLYZQeZrcQMXKQWRqS7zcPK5,8,https://assets.coingecko.com/coins/images/22952/large/AXSet_wh_small.png?1644224450,true
UXP Governance Token,UXP,UXPhBoR3qG4UCiGNJfV7MqhHyFqKN68g45GoYvAeL2M,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/UXPhBoR3qG4UCiGNJfV7MqhHyFqKN68g45GoYvAeL2M/uxp-icon-black.png,true
GMSOL,GMSOL,gmdu3snwW28DmmxCseChp9owWLUhamH9eS3hWfHG8Vg,9,https://assets.coingecko.com/coins/images/20717/large/gm-logo-200.png?1637584967,true
Fancy Diamond ICE,ICE,icex2Fy2KtXjfiAAUEHLPHu7XKDLvwiyVUPP9PNpSkF,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/icex2Fy2KtXjfiAAUEHLPHu7XKDLvwiyVUPP9PNpSkF/logo.png,true
Invictus,IN,inL8PMVd6iiW3RCBJnr5AsrRN6nqr4BTrcNuQWQSkvY,9,https://assets.coingecko.com/coins/images/20097/large/jv2xoOxJ_400x400.jpg?1636494713,true
Kineko,KKO,kiNeKo77w1WBEzFFCXrTDRWGRWGP8yHvKC9rX6dqjQh,9,https://kineko.io/img/cat.jpg,true
Seeded Network,SEEDED,seedEDBqu63tJ7PFqvcbwvThrYUkQeqT6NLf81kLibs,9,https://assets.coingecko.com/coins/images/23618/large/seeded.png?1644761600,true
SonarWatch,SONAR,sonarX4VtVkQemriJeLm6CKeW3GDMyiBnnAEMw1MRAE,9,https://assets.coingecko.com/coins/images/20494/large/S_7gaWIC_400x400.png?1637131427,true
DAWG,DAWG,3DHPqxdMXogNNnpqBMF8N4Zs4dn1WR31H7UjWq6FExwG,9,https://assets.coingecko.com/coins/images/20881/large/143299698-37b637ea-7fce-4bd6-8713-71c42e37629e.png?1637820203,true
Wrapped BTC (Allbridge from BSC),abBTCB,3os2M3bX9qta154PRbU9rzaPUYAKAqVpaMMS8u2hoUQu,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/qfnqNqs3nCAHjnyCgLRDbBtq4p2MtHZxw8YjSyYhPoL/logo.png,true
bofb,BOFB,45wdSjpSqZCk9mkqmq5Nh7beCEqqUJMJcVduwYCip5eq,8,https://assets.coingecko.com/coins/images/24866/large/2qsZgpxd_400x400.jpg?1649166378,true
The Suites Token,SUITE,4h41QKUkQPd2pCAFXNNgZUyGUxQ6E7fMexaZZHziCvhh,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/4h41QKUkQPd2pCAFXNNgZUyGUxQ6E7fMexaZZHziCvhh/logo.png,true
Cry Cat Coin,CRYY,56tNQ29XBrbovm5K5SThuQatjCy92w2wKUaUeQ8WCD9g,9,https://assets.coingecko.com/coins/images/22128/large/cry_logo_200_200.png?1640870275,true
Yorkipoo,YORK,5K1JtWpdSksVKaL6R2DuLpCDAjzxK6sq2CpXaXDWHVLg,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/5K1JtWpdSksVKaL6R2DuLpCDAjzxK6sq2CpXaXDWHVLg/logo.png,true
Pixels.so Token,PIXL,5L2YboFbHAUpBDDJjvDB5M6pu9CW2FRjyDB2asZyvjtE,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/5L2YboFbHAUpBDDJjvDB5M6pu9CW2FRjyDB2asZyvjtE/logo.png,true
TOYPOODLE COIN,TPC,5WWRMYPchxgh3VmYGPqoq2kfzCtBLxXB9vFH2TeFeR9m,4,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/5WWRMYPchxgh3VmYGPqoq2kfzCtBLxXB9vFH2TeFeR9m/logo.png,true
xHashtag,XTAG,5gs8nf4wojB5EXgDUWNLwXpknzgV2YWDhveAeBZpVLbp,6,https://assets.coingecko.com/coins/images/20912/large/xtag.png?1637922382,true
Run,RUN,6F9XriABHfWhit6zmMUYAQBSy6XK5VF1cHXuW5LDpRtC,9,https://assets.coingecko.com/coins/images/21374/large/cZoMwlyl_400x400.jpg?1639032079,true
Scrap,SCRAP,6naWDMGNWwqffJnnXFLBCLaYu1y5U9Rohe5wwJPHvf1p,3,https://assets.coingecko.com/coins/images/23086/large/bd1b1275fdc0ac1.png?1643181131,true
STEPN,GMT,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,9,https://assets.coingecko.com/coins/images/23597/large/gmt.png?1644658792,true
Super Mario,MARIO,7rmV64vLfbrbS5rTFvojYWzCVEn8dnJ9RfSRx3nD6C5E,4,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/7rmV64vLfbrbS5rTFvojYWzCVEn8dnJ9RfSRx3nD6C5E/logo.png,true
SOL Frens,FREN,7xd71KP4HwQ4sM936xL8JQZCwE4amUko1AdCCf6Znjrt,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/7xd71KP4HwQ4sM936xL8JQZCwE4amUko1AdCCf6Znjrt/logo.png,true
Garlic,GRLC,88YqDBWxYhhwPbExF966EdaCYBKP51xVm1oGBcbWzcf2,9,https://assets.coingecko.com/coins/images/21011/large/logo.png?1638190406,true
Wrapped USDC (Allbridge from BSC),abUSDC,8XSsNvaKU9FDhYWAv7Yc7qSNwuJSzVrXBNEk7AFiWF69,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/BXXkv6z8ykpG1yuvUDPgh732wzVHB69RnB9YgSYh3itW/logo.png,true
SolChicks Shards,SHARDS,8j3hXRK5rdoZ2vSpGLRmXtWmW6iYaRUw5xVk4Kzmc9Hp,9,https://assets.coingecko.com/coins/images/23728/large/logo_%282%29.png?1645163819,true
RaceFi Token,RACEFI,AAmGoPDFLG6bE82BgZWjVi8k95tj9Tf3vUN7WvtUm2BU,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/AAmGoPDFLG6bE82BgZWjVi8k95tj9Tf3vUN7WvtUm2BU/logo.png,true
STEPN Green Satoshi Token on Solana,GST-SOL,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,9,https://assets.coingecko.com/coins/images/21841/large/gst.png?1640332626,true
Shibana,BANA,BhPXDQio8xtNC6k5Bg5fnUVL9kGN8uvRDNwW8MZBu8DL,4,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/BhPXDQio8xtNC6k5Bg5fnUVL9kGN8uvRDNwW8MZBu8DL/Shibana.png,true
Wrapped ETH (Allbridge from Fantom),afETH,BiryxNvVTABRs3pEE4fvVuu4d17aAYEsNmcPnJ8E8WeT,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/FeGn77dhg1KXRRFeSwwMiykZnZPw5JXW6naf2aQgZDQf/logo.png,true
Saber Wrapped Cashio Dollar (9 decimals),sCASH-9,C9xqJe3gMTUDKidZsZ6jJ7tL9zSLimDUKVpgUbLZnNbi,9,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/C9xqJe3gMTUDKidZsZ6jJ7tL9zSLimDUKVpgUbLZnNbi/icon.png,false
Wrapped USDT (Allbridge from BSC),abUSDT,E77cpQ4VncGmcAXX16LHFFzNBEBb2U7Ar7LBmZNfCgwL,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/BQcdHdAQW1hczDbBi9hiegXAR7A98Q9jx3X3iBBBDiq4/logo.png,true
Wrapped ETH (Allbridge from BSC),abETH,EyrnrbE5ujd3HQG5PZd9MbECN9yaQrqc8pRwGtaLoyC,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/FeGn77dhg1KXRRFeSwwMiykZnZPw5JXW6naf2aQgZDQf/logo.png,true
Saber Wrapped renBTC (9 decimals),srenBTC-9,FACTQhZBfRzC7A76antnpAoZtiwYmUfdAN8wz7e8rxC5,9,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/FACTQhZBfRzC7A76antnpAoZtiwYmUfdAN8wz7e8rxC5/icon.png,false
TabTrader Token,TTT,FNFKRV3V8DtA3gVJN6UshMiLGYA8izxFwkNWmJbFjmRj,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/FNFKRV3V8DtA3gVJN6UshMiLGYA8izxFwkNWmJbFjmRj/logo.svg,true
Saber Wrapped FTX Token (Wormhole) (9 decimals),sFTT-9,FTT9GrHBVHvDeUTgLU8FxVJouGqg9uiWGmmjETdm32Sx,9,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/FTT9GrHBVHvDeUTgLU8FxVJouGqg9uiWGmmjETdm32Sx/icon.png,false
Saber Wrapped Wrapped FTT (Sollet) (9 decimals),ssoFTT-9,FTT9rBBrYwcHam4qLvkzzzhrsihYMbZ3k6wJbdoahxAt,9,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/FTT9rBBrYwcHam4qLvkzzzhrsihYMbZ3k6wJbdoahxAt/icon.png,false
Wrapped BTC (Allbridge from Fantom),afBTC,FdvkkCbCgYht1xTR1W9MBJhEF1JEPVhHtW1NXBYRzZts,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/qfnqNqs3nCAHjnyCgLRDbBtq4p2MtHZxw8YjSyYhPoL/logo.png,true
Fora,FORA,ForaXiBD8K3a7C1PwxV1xqDHs5aV8y8nWRmHebafdkes,9,https://www.fora.co/images/Fora+Logo+Solana/icon.png,true
Frog,$FROG,Frog8vt6gmuuUuuerd7ispP6yavssBUtMpEP5DCEuUgD,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Frog8vt6gmuuUuuerd7ispP6yavssBUtMpEP5DCEuUgD/logo.png,true
NftEyez Coin,EYE,G7eETAaUzmsBPKhokZyfbaT4tD9igdZSmfQGEYWem8Sw,6,https://raw.githubusercontent.com/NftEyez/assets/main/assets/eye-coin.png,true
PUFF,PUFF,G9tt98aYSznRk7jWsfuz9FnTdokxS6Brohdo9hSmjTRB,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/G9tt98aYSznRk7jWsfuz9FnTdokxS6Brohdo9hSmjTRB/logo.png,true
Pollen Coin,PCN,GWsZd8k85q2ie9SNycVSLeKkX7HLZfSsgx6Jdat9cjY1,9,https://assets.coingecko.com/coins/images/25687/large/97762641.png?1653374572,true
Wrapped USDC (Allbridge from Fantom),afUSDC,Grk6b4UMRWkgyq4Y6S1BnNRF4hRgtnMFp7Sorkv6Ez4u,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/BXXkv6z8ykpG1yuvUDPgh732wzVHB69RnB9YgSYh3itW/logo.png,true
PIP,PIP,HHjoYwUp5aU6pnrvN4s2pwEErwXNZKhxKGYjRJMoBjLw,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/HHjoYwUp5aU6pnrvN4s2pwEErwXNZKhxKGYjRJMoBjLw/logo.svg,true
Trust Wallet (Portal),TWT,HZNpqL7RT9gxf9eWoWsWzC5DfjzQ41XTQgEA7p3VzaaD,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/HZNpqL7RT9gxf9eWoWsWzC5DfjzQ41XTQgEA7p3VzaaD/logo.png,true
Wrapped DAI (Allbridge from Fantom),afDAI,HjUhUzi6fVkY1BndaSc4Dcg2mCzvnqzXjVJtXsj78ver,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/FYpdBuyAHSbdaAyD1sKkxyLWbAP8uUW9h6uvdhK74ij1/logo.png,true
Saber Wrapped USD Coin (9 decimals),sUSDC-9,JEFFSQ3s8T3wKsvp4tnRAsUBW7Cqgnf8ukBZC4C8XBm1,9,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/JEFFSQ3s8T3wKsvp4tnRAsUBW7Cqgnf8ukBZC4C8XBm1/icon.png,false
Saber Wrapped Ether (Wormhole) (9 decimals),sETH-9,KNVfdSJyq1pRQk9AKKv1g5uyGuk6wpm4WG16Bjuwdma,9,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/KNVfdSJyq1pRQk9AKKv1g5uyGuk6wpm4WG16Bjuwdma/icon.png,false
Saber Wrapped renLUNA (9 decimals),srenLUNA-9,KUANeD8EQvwpT1W7QZDtDqctLEh2FfSTy5pThE9CogT,9,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/KUANeD8EQvwpT1W7QZDtDqctLEh2FfSTy5pThE9CogT/icon.png,false
Blockasset,BLOCK,NFTUkR4u7wKxy9QLaX2TGvd9oZSWoMo4jqSJqdMb7Nk,6,https://assets.coingecko.com/coins/images/21332/large/Blockasset-Logo-Symbol.png?1648442722,true
tudaBirds,BURD,Qikhhhg9Ta3Jg7WoDFbSYuCAE14hx9hPvdz1zVp3zUw,9,https://assets.coingecko.com/coins/images/22839/large/_TOvRxfx_400x400.jpg?1642745695,true
Rollbit Coin,RLB,RLBxxFkseAZ4RgJH3Sqn8jXxhmGoz9jWxDNJMh8pL7a,2,https://assets.coingecko.com/coins/images/24552/large/unziL6wO_400x400.jpg?1648134494,true
Saber Wrapped Bitcoin (Sollet) (8 decimals),sBTC-8,SBTCB6pWqeDo6zGi9WVRMLCsKsN6JiR1RMUqvLtgSRv,8,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/SBTCB6pWqeDo6zGi9WVRMLCsKsN6JiR1RMUqvLtgSRv/icon.png,false
Sentre,SNTR,SENBBKVCM7homnf5RX9zqpf1GFe935hnbU4uVzY1Y6M,9,https://assets.coingecko.com/coins/images/19268/large/sentre.PNG?1634866010,true
Saber Wrapped Ethereum (Sollet) (8 decimals),ssoETH-8,SL819j8K9FuFPL84UepVcFkEZqDUUvVzwDmJjCHySYj,8,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/SL819j8K9FuFPL84UepVcFkEZqDUUvVzwDmJjCHySYj/icon.png,false
Saber Wrapped USDT (8 decimals),sUSDT-8,T8KdT8hDzNhbGx5sjpEUxepnbDB1TZoCa7vtC5JjsMw,8,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/T8KdT8hDzNhbGx5sjpEUxepnbDB1TZoCa7vtC5JjsMw/icon.png,false
UNQ,UNQ,UNQtEecZ5Zb4gSSVHCAWUQEoNnSVEbWiKCi1v9kdUJJ,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/UNQtEecZ5Zb4gSSVHCAWUQEoNnSVEbWiKCi1v9kdUJJ/logo.png,true
SolChicks,CHICKS,cxxShYRVcepDudXhe7U62QHvw8uBJoKFifmzggGKVC2,9,https://assets.coingecko.com/coins/images/20978/large/chicks.png?1638162821,true
Shear Ego Coin,EGO,2zjmVX4KDWtNWQyJhbNXgpMmsAoXwftB7sGV4qvV18xa,0,https://raw.githubusercontent.com/jcards26/sol/main/new-new.png,false
Castle Coin,CC,3KTkQJEMJXP741EJBFcAS34Lx9t8GsBYaW2BUUWkeyDH,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/3KTkQJEMJXP741EJBFcAS34Lx9t8GsBYaW2BUUWkeyDH/logo.png,false
Aleph.im (Portal),ALEPH,3UCMiSnkcnkPE1pgQ5ggPCBv6dXgVUy16TmMUe1WpG9x,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/3UCMiSnkcnkPE1pgQ5ggPCBv6dXgVUy16TmMUe1WpG9x/logo.png,true
CopyCats token,PAW,3WV4fTWGvtWNvQb8oVU4t99By8KztDLtExqHnkPfHAA9,9,https://imagedelivery.net/aAmca-Po70V1nH4n9cT-uA/98c9b68b-1494-43d1-0c2c-31e5d0129a00/public,true
SolPatrol Bail,BAIL,3e9pHUxa2nvAqso2Kr2KqJxYvZaz9qZLjoLaG77uQwB1,9,https://assets.coingecko.com/coins/images/25787/large/hammer.png?1653882632,true
Dragon War,DRAW,48AEwauAHsJibyt3WqjQ6EoHnFBcnyHASfo7vB2eCXPS,0,https://assets.coingecko.com/coins/images/23100/large/logo_%284%29.png?1643184693,true
Fractionalized WAVE-999,WAV,4NGNdLiQ1KG8GgqZimKku4WCLdXbNw6UQJvqax3fE6CJ,2,https://assets.coingecko.com/coins/images/22176/large/IMG-20220101-021048.jpg?1641176801,true
Compendium,CMFI,5Wsd311hY8NXQhkt9cWHwTnqafk7BGEbLu8Py3DSnPAr,6,https://assets.coingecko.com/coins/images/22269/large/CMFI-Token-Logo-Compendium-Finance.png?1674728282,true
Dingocoin,DINGO,6VYF5jXq6rfq4QRgGMG6co7b1Ev1Lj7KSbHBxfQ9e1L3,8,https://assets.coingecko.com/coins/images/15989/large/dingocoin.png?1634699256,true
FaniTrade,FANI,6c4L5nTH2sBKkfeuP3WhGp6Vq1tE4Suh4ezRp5KSu8Z7,9,https://assets.coingecko.com/coins/images/24029/large/fani_200x200.png?1646115606,true
TheSolanDAO,SDO,7SZUnH7H9KptyJkUhJ5L4Kee5fFAbqVgCHvt7B6wg4Xc,5,https://thesolandao.com/logohero.png,true
HypeProxy,HYPE,8TQdiAzdZZEtkWUR8Zj1tqDYGPv9TR1XjPqrew39Vq9V,7,https://raw.githubusercontent.com/hypeproxy/hypeproxy/main/logo.png,false
Solanyx,SYX,94jMUy411XNUw1CnkFr2514fq6KRc49W3kAmrjJiuZLx,9,https://assets.coingecko.com/coins/images/21964/large/logo.png?1640524913,true
Force,$FORCE,9MjAmgHXbu5drkNa9XpzfozgsM5Dcq6bSnKZzdNrwscC,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/9MjAmgHXbu5drkNa9XpzfozgsM5Dcq6bSnKZzdNrwscC/logo.png,true
GOD,GOD,9kt93AW5QMjFL6ZxomnSq3FbWiU5ibNeTSgBz9UDFSB6,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/9kt93AW5QMjFL6ZxomnSq3FbWiU5ibNeTSgBz9UDFSB6/logo.png,true
Wrapped UST (Allbridge from Terra),atUST,A96PoNcxa9LMxcF9HhKAfA1p3M1dGbubPMWf19gHAkgJ,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CXLBjMMcwkc17GfJtBos6rQCo1ypeH6eDbB82Kby4MRm/logo.png,true
DarleyGo Essence,DGE,AAXng5czWLNtTXHdWEn9Ef7kXMXEaraHj2JQKo7ZoLux,9,https://assets.coingecko.com/coins/images/24403/large/DGE.png?1647530006,true
Fone,FONE,ATZERmcPfopS9vGqw9kxqRj9Bmdi3Z268nHXkGsMa3Pf,2,https://assets.coingecko.com/coins/images/23390/large/Fl-zRI0g_400x400.jpg?1644115198,true
Starbots,BOT,AkhdZGVbJXPuQZ53u2LrimCjkRP6ZyxG1SoM85T98eE1,8,https://assets.coingecko.com/coins/images/21823/large/coin_%286%29.png?1640076014,true
BRAWNDO,BRWNDO,At5j3zhbEj8mfFsSy1MPbjVhrX2uNmRMPEDZiyFcETNX,4,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/At5j3zhbEj8mfFsSy1MPbjVhrX2uNmRMPEDZiyFcETNX/logo.png,true
RAD,RAD,B6aJ3TGfme3SMnLSouHXqWXjVFqYyqj7czzhzr8WJFAi,4,https://raw.githubusercontent.com/NFTBrickLayer/zillaz-assets/main/RAD-logo.png,true
SOL Baby Doge,SBABYDOGE,BABYsocP6cB95xvBDXnjXKX96VBNC37dmNWUtaV9Jk6v,2,https://assets.coingecko.com/coins/images/21436/large/logo_%282%29.png?1639121887,true
Nova Finance,NOVA,BDrL8huis6S5tpmozaAaT5zhE5A7ZBAB2jMMvpKEeF8A,9,https://assets.coingecko.com/coins/images/21672/large/bGVB8h2Q_400x400.jpg?1639710371,true
basis.markets,BASIS,Basis9oJw9j8cw53oMV7iqsgo6ihi9ALw4QR31rcjUJa,6,https://assets.coingecko.com/coins/images/21444/large/tkQevyc.png?1653297101,true
Whalemap,WMP,BygDd5LURoqztD3xETc99WCxLUbTi6WYSht9XiBgZ4HW,9,https://raw.githubusercontent.com/ssi91/crypto/main/logo.svg,true
Tiddy Juice Coin,MILK,CCKDRAd4Xwjoovtf2s1duu3d4TPTmFRyh1hfrb3ZUGR2,9,https://arweave.net/S71DNASA5TYlrK9giRy7QgqFNw1m4mxqY6OdtgY1E7k,true
Crowny,CRWNY,CRWNYkqdgvhGGae9CKfNka58j6QQkaD5bLhKXvUYqnc1,6,https://assets.coingecko.com/coins/images/14958/large/crowny-icon-rounded_2x.png?1619147225,true
Solanium Ecosystem Index,SEI,CRkwd2QedqDi5u6W2w6jeAViAUd1pR4AXs2aKvh7GW7M,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CRkwd2QedqDi5u6W2w6jeAViAUd1pR4AXs2aKvh7GW7M/logo.png,true
ConstitutionDAO (Wormhole),PEOPLE,CobcsUrt3p91FwvULYKorQejgsm5HoQdv5T8RUZ6PnLA,8,https://assets.coingecko.com/coins/images/23009/large/PEOPLE_wh_small.png?1644226832,true
Crypto Health Plus,CHP,DHVUoxNqv3D7EgktBxUsxFF2Wx83hVDmD2wBBpUaw3jn,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/DHVUoxNqv3D7EgktBxUsxFF2Wx83hVDmD2wBBpUaw3jn/logo.png,true
VOID Token,VOID,DjPt6xxMoZx1DyyWUHGs4mwqWWX48Fwf6ZJgqv2F9qwc,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/DjPt6xxMoZx1DyyWUHGs4mwqWWX48Fwf6ZJgqv2F9qwc/logo.png,true
Santaclaus,SANTA,EctmRn2jMAdTDvQdG7mxadyiTvhGZiGYNrt9PWe6zioG,9,https://assets.coingecko.com/coins/images/22211/large/logo_%281%29.png?1641195172,true
ALL.ART,AART,F3nefJBcejYbtdREjui1T9DPh5dBgpkKq7u2GAAMXs5B,6,https://assets.coingecko.com/coins/images/22012/large/all-art.PNG?1640590472,true
Phantasia,FANT,FANTafPFBAt93BNJVpdu25pGPmca3RfwdsDsRrT3LX1r,6,https://assets.coingecko.com/coins/images/21604/large/Phantasia_Logo.png?1639553227,true
YETI,$YETI,FDKBUXKxCdNQnDrqP7DLe8Kri3hzFRxcXyoskoPa74rk,9,https://raw.githubusercontent.com/yet777/tokenlogo/main/logo.png,true
daoSOL,DAOSOL,GEJpt3Wjmr628FqXxTgxMce1pLntcPV4uFi8ksxMyPQh,9,https://assets.coingecko.com/coins/images/25488/large/logo_%284%29.png?1652071503,true
SouloCoin,SOULO,Gz3u6eJaKEviYpPC5AwUziz891kNX76PNdsmJrnaNNY4,9,https://assets.coingecko.com/coins/images/22082/large/logo.png?1640759758,true
LOOT,LOOT,GzpRsvnKXKz586kRLkjdppR4dUCFwHa2qaszKkPUQx6g,6,https://arttest12312321.s3.us-west-1.amazonaws.com/pics/Bag_Open+(3).png,true
Atlas DEX,ATS,HJbNXx2YMRxgfUJ6K4qeWtjatMK5KYQT1QnsCdDWywNv,9,https://assets.coingecko.com/coins/images/23002/large/logo.png?1643091340,true
TinyBits,TINY,HKfs24UEDQpHS5hUyKYkHd9q7GY5UQ679q2bokeL2whu,6,https://tinycolony.io/tinycolonytoken.png,true
Breezy Bunnies Carrot,CRRT,HkNokfCXG33eu5vCcS49mq3jZcKZeQSQCyta964YxxYg,0,https://breezybunnies.com/images/3-p-500.png,true
MEAN,MEAN,MEANeD3XDdUmNMsRGjASkSWdC8prLYsoRJ61pPeHctD,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/MEANeD3XDdUmNMsRGjASkSWdC8prLYsoRJ61pPeHctD/logo.svg,true
Solice,SLC,METAmTMXwdb8gYzyCPfXXFmZZw4rUsXX58PNsDg7zjL,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/METAmTMXwdb8gYzyCPfXXFmZZw4rUsXX58PNsDg7zjL/logo.png,true
Prism,PRISM,PRSMNsEPqhGVCH1TtWiJqPjJyh2cKrLostPZTNy1o5x,6,https://assets.coingecko.com/coins/images/21475/large/7KzeGb1.png?1639350211,true
Shadow Token,SHDW,SHDWyBxihqiCj6YekG2GUr7wqKLeLAMK1gHZck9pL6y,9,https://assets.coingecko.com/coins/images/22271/large/Property_1_Color.png?1666926988,true
SuperBonds,SB,SuperbZyz7TsSdSoFAZ6RYHfAWe9NmjXBLVQpS8hqdx,6,https://assets.coingecko.com/coins/images/22743/large/ywws9ojM_400x400.jpg?1642548336,true
Saber Wrapped UST (Wormhole) (9 decimals),sUST-9,UST98bfV6EASdTFQrRwCBczpehdMFwYCUdLT5tEbhpW,9,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/UST98bfV6EASdTFQrRwCBczpehdMFwYCUdLT5tEbhpW/icon.png,false
Charactbit,CHB,YtfMZ4jg2ubdz4GasY86iuGjHdo5rCPJnFqgSf8gxAz,9,https://assets.coingecko.com/coins/images/24863/large/200x_logo.png?1649165917,true
BlazeStake Staked SOL,BSOL,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,9,https://assets.coingecko.com/coins/images/26636/large/blazesolana.png?1659328728,true
Boom Army,BMA,boomh1LQnwDnHtKxWTFgxcbdRjPypRSjdwxkAEJkFSH,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/boomh1LQnwDnHtKxWTFgxcbdRjPypRSjdwxkAEJkFSH/logo.svg,true
