NAME,SYMBOL,ADDRESS,DECIMALS,LOGOURI,VERIFIED
Wrapped ETH (Allbridge from Ethereum),aeWETH,AaAEw2VCw1XzgvKB8Rj2DyK2ZVau9fbt2bE8hZFWsMyE,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/FeGn77dhg1KXRRFeSwwMiykZnZPw5JXW6naf2aQgZDQf/logo.png,true
Wrapped FTT (Allbridge from Ethereum),aeFTT,BFsCwfk8VsEbSfLkkgmoKsAPk2N6FMJjeTsuxfGa9VEf,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/AGFEad2et2ZJif9jaGpdMixQqvW5i81aBdvKe7PHNfz3/logo.png,true
Cykura,CYS,BRLsMczKuaR5w9vSubF4j8HwEGGprVAyyVgS4EX7DKEg,6,https://assets.coingecko.com/coins/images/18139/large/cyclos-text-logo.png?1630651169,true
Wrapped USDT (Allbridge from Ethereum),aeUSDT,Bn113WT6rbdgwrm12UJtnmNqGqZjY4it2WoUQuQopFVn,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB/logo.svg,true
HottoShotto,HOTTO,Bqd2ujCTEzpKzfjb1FHL7FKrdM6n1rZSnRecJK57EoKz,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Bqd2ujCTEzpKzfjb1FHL7FKrdM6n1rZSnRecJK57EoKz/logo.png,true
HUSD Stablecoin (Wormhole v1),wHUSD_v1,BybpSTBoZHsmKnfxYG47GDhVPKrnEKX31CScShbrzUhX,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/BybpSTBoZHsmKnfxYG47GDhVPKrnEKX31CScShbrzUhX/logo.png,true
Coin98,C98,C98A4nkJXhpVZNAZdHUA95RpTF3T4whtQubL3YobiUX9,6,https://assets.coingecko.com/coins/images/17117/large/logo.png?1626412904,true
SolDate,DATE,Ce3PSQfkxT5ua4r2JqCoWYrMwKWC5hEzwsrT9Hb7mAz9,9,https://assets.coingecko.com/coins/images/18461/large/date.PNG?1632108952,true
Wrapped USDT (Allbridge from Polygon),apUSDT,DNhZkUaxHXYvpxZ7LNnHtss8sQgdAfd1ZYS1fB7LKWUZ,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/BQcdHdAQW1hczDbBi9hiegXAR7A98Q9jx3X3iBBBDiq4/logo.png,true
pBTC (Parrot BTC),pBTC,DYDWu4hE4MN3aH897xQ3sRTs5EAjJDmQsKLNhbpUiKun,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/DYDWu4hE4MN3aH897xQ3sRTs5EAjJDmQsKLNhbpUiKun/logo.svg,true
Wrapped USDC (Allbridge from Ethereum),aeUSDC,DdFPRnccQqLD4zCHrBqdY95D6hvw6PLWp9DEXj1fLCL9,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,true
Parrot USD,PAI,Ea5SjE2Y6yvCeW5dYTn7PYMuW5ikXkvbGdcmSnXeaLjS,6,https://assets.coingecko.com/coins/images/18439/large/pai.png?1632004568,true
UPS token (UPFI Network),UPS,EwJN2GqUGXXzYmoAciwuABtorHczTA5LqbukKXV1viH7,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EwJN2GqUGXXzYmoAciwuABtorHczTA5LqbukKXV1viH7/logo.png,true
Wrapped CUSD (Allbridge from Celo),ACUSD,EwxNF8g9UfmsJVcZFTpL9Hx5MCkoQFoJi6XNWzKf1j8e,9,https://assets.coingecko.com/coins/images/23057/large/7236.png?1643153224,true
Lumos Rewards,LRA,FMJotGUW16AzexRD3vXJQ94AL71cwrhtFaCTGtK1QHXm,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/FMJotGUW16AzexRD3vXJQ94AL71cwrhtFaCTGtK1QHXm/logo.png,true
Sypool,SYP,FnKE9n6aGjQoNWRBZXy4RW6LZVao7qwBonUbiD7edUmZ,9,https://assets.coingecko.com/coins/images/18518/large/sypool.PNG?1632268218,true
CoreStarter,CSTR,G7uYedVqFy97mzjygebnmmaMUVxWHFhNZotY6Zzsprvf,9,https://assets.coingecko.com/coins/images/20209/large/cstr.png?1636642782,true
Lido DAO (Wormhole),LDO,HZRCwxP2Vq9PCpPXooayhJ2bxTpo5xfpQrwB1svh332p,8,https://assets.coingecko.com/coins/images/22995/large/LDO_wh_small.png?1644226233,true
Crystal,CRY,HbrmyoumgcK6sDFBi6EZQDi4i4ZgoN16eRB2JseKc7Hi,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/HbrmyoumgcK6sDFBi6EZQDi4i4ZgoN16eRB2JseKc7Hi/logo.png,true
Parasol Finance,PSOL,Hmatmu1ktLbobSvim94mfpZmjL5iiyoM1zidtXJRAdLZ,7,https://assets.coingecko.com/coins/images/21551/large/icon.png?1642584584,true
Larix,LARIX,Lrxqnh6ZHKbGy3dcrCED43nsoLkM1LTzU2jRfWe8qUC,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Lrxqnh6ZHKbGy3dcrCED43nsoLkM1LTzU2jRfWe8qUC/logo.jpg,true
Mango,MNGO,MangoCzJ36AjZyKwVj3VnYU4GTonjfVEnJmvvWaxLac,6,https://assets.coingecko.com/coins/images/14773/large/token-mango.png?1628171237,true
Parrot Protocol,PRT,PRT88RkA4Kg5z7pKnezeNH4mafTvtQdfFgpQTGRjz44,6,https://assets.coingecko.com/coins/images/18443/large/PRT.png?1634698095,true
Port Finance Token,PORT,PoRTjZMPXb9T7dyU7tpLEZRQj7e6ssfAE62j2oQuc6y,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/PoRTjZMPXb9T7dyU7tpLEZRQj7e6ssfAE62j2oQuc6y/PORT.png,true
SynesisOne,SNS,SNSNkV9zfG5ZKWQs6x4hxvBRV6s8SqMfSGCtECDvdMd,9,https://raw.githubusercontent.com/Synesis-One/spl-token/main/icon.png,true
Sunny Aggregator,SUNNY,SUNNYWgPQmFxe9wTZzNK7iPnJ3vYDrkgnxJRJm1s3ag,6,https://assets.coingecko.com/coins/images/18039/large/90dbe787-8e5f-473c-b923-fe138a7a30ea.png?1630314924,true
Saber,SBR,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,6,https://assets.coingecko.com/coins/images/17162/large/oYs_YFz8_400x400.jpg?1626678457,true
Lido Wrapped Staked ETH,wstETH,ZScHuTtqZukUrtZS43teTKGs2VqkKL8k4QCouR2n6Uo,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/ZScHuTtqZukUrtZS43teTKGs2VqkKL8k4QCouR2n6Uo/logo.png,true
Allbridge,ABR,a11bdAAuV8iB2fu7X6AxAvDTo1QZ8FXB3kk5eecdasp,9,https://assets.coingecko.com/coins/images/18690/large/abr.png?1640742053,true
Wrapped USDC (Allbridge from Polygon),apUSDC,eqKJTf1Do4MDPyKisMYqVaUFpkEFAs3riGF3ceDH2Ca,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/BXXkv6z8ykpG1yuvUDPgh732wzVHB69RnB9YgSYh3itW/logo.png,true
Marinade staked SOL (mSOL),mSOL,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So/logo.png,true
Sator,SAO,2HeykdKjzHKGm2LKHw8pDYwjKPiFEoXAz74dirhUgQvq,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/2HeykdKjzHKGm2LKHw8pDYwjKPiFEoXAz74dirhUgQvq/Sator_Logo.png,true
Matrix Solana Index,MSI,2e7yNwrmTgXp9ABUmcPXvFJTSrEVLj4YMyrb4GUM4Pdd,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/2e7yNwrmTgXp9ABUmcPXvFJTSrEVLj4YMyrb4GUM4Pdd/logo.png,true
Binance USD (Portal from Ethereum),BUSDet,33fsBLA8djQm82RpHmE3SuVrPGtZBWNYExsEUeKX1HXX,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/33fsBLA8djQm82RpHmE3SuVrPGtZBWNYExsEUeKX1HXX/logo.png,true
FLOOF,FLOOF,3jzdrXXKxwkBk82u2eCWASZLCKoZs1LQTg87HBEAmBJw,1,https://assets.coingecko.com/coins/images/19810/large/FLOOF_logo_200x200.png?1635917291,true
Final Frontier,FRNT,3vHSsV6mgvpa1JVuuDZVB72vYbeUNzW4mBxiBftwzHEA,9,https://assets.coingecko.com/coins/images/24120/large/Token_Logo_2_720p.png?1646386860,true
USDK (Portal),USDK,43m2ewFV5nDepieFjT9EmAQnc1HRtAF247RBpLGFem5F,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/43m2ewFV5nDepieFjT9EmAQnc1HRtAF247RBpLGFem5F/logo.png,true
CaveWorld,CAVE,4SZjjNABoqhbd4hnapbvoEPEqT8mnNkfbEoAwALf1V8t,6,https://assets.coingecko.com/coins/images/19358/large/token.png?1650866628,true
DogemonGo,DOGO,5LSFpvLDkcdV2a3Kiyzmg5YmJsj2XDLySaXvnfP1cgLT,6,https://assets.coingecko.com/coins/images/17480/large/dogemongo.PNG?1627950869,true
Tether USD (Portal from Polygon),USDTpo,5goWRao6a3yNC4d6UjMdQxonkCMvKBwdpubU3qhfcdf1,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/5goWRao6a3yNC4d6UjMdQxonkCMvKBwdpubU3qhfcdf1/logo.png,true
Huobi BTC (Portal),HBTC,7dVH61ChzgmN9BwG4PkzwRP8PbYwPJ7ZPNF2vamKT2H8,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/7dVH61ChzgmN9BwG4PkzwRP8PbYwPJ7ZPNF2vamKT2H8/logo.png,true
UXD Stablecoin,UXD,7kbnvuGBxxj8AG9qp8Scn56muWGaRaFqxg1FsRp3PaFT,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/7kbnvuGBxxj8AG9qp8Scn56muWGaRaFqxg1FsRp3PaFT/uxd-icon-black.png,true
Ethereum (Wormhole),ETH,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,8,https://assets.coingecko.com/coins/images/22990/large/ETH_wh_small.png?1644225466,true
Synthetic USD,XUSD,83LGLCm7QKpYZbX8q4W2kYWbtt8NJBwbVwEepzkVnJ9y,6,https://assets.coingecko.com/coins/images/19596/large/uJzDI4j.png?1635488810,true
Uniswap (Portal),UNI,8FU95xFJhUUkyyCLU13HSzDLs7oC4QZdXQHL6SCeab36,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/8FU95xFJhUUkyyCLU13HSzDLs7oC4QZdXQHL6SCeab36/logo.png,true
Wrapped USDC (Allbridge from Avalanche),aaUSDC,8Yv9Jz4z7BUHP68dz8E8m3tMe6NKgpMUKn8KVqrPA6Fr,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,true
Synthetic ETH,xETH,8bqjz8DeSuim1sEAsQatjJN4zseyxSPdhHQcuuhL8PCK,9,https://www.synthetify.io/icons/xeth.svg,true
Binance Coin (Wormhole),BNB,9gP2kCy3wA1ctvYWQk75guqXuHfrEomqydHLtcTCqiLa,8,https://assets.coingecko.com/coins/images/22884/large/BNB_wh_small.png?1644224553,true
UST (Portal),UST,9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i/logo.png,true
USD Coin (Portal from Ethereum),USDCet,A9mUU4qviSctJVPJdBJWkb28deg915LYJKrzQ19ji3FM,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/A9mUU4qviSctJVPJdBJWkb28deg915LYJKrzQ19ji3FM/logo.png,true
Phant,PNT,AKxR1NLTtPnsVcWwPSEGat1TC9da3Z2vX7sY4G7ZLj1r,9,https://assets.coingecko.com/coins/images/22799/large/logogradientsm.png?1642583142,true
Aurory,AURY,AURYydfxJib1ZkTir1Jn1J9ECYUtjb6rKQVmtYaixWPP,9,https://assets.coingecko.com/coins/images/19324/large/Ico_Blanc.png?1672824647,true
AVAX (Allbridge from Avalanche),AVAX,AUrMpCDYYcPuHhyNX8gEEqbmDPFUpBpHrNW3vPeCFn5Z,9,https://assets.coingecko.com/coins/images/12559/small/coin-round-red.png,true
Synthetic SOL,xSOL,BdUJucPJyjkHxLMv6ipKNUhSeY3DWrVtgxAES1iSBAov,9,https://www.synthetify.io/icons/xsol.svg,true
Sushi,SUSHI,ChVzxWRmrTeSgwd3Ui3UumcN8KX7VK3WaD4KGeSKpypj,8,https://assets.coingecko.com/coins/images/12271/large/512x512_Logo_no_chop.png?1606986688,true
Wrapped USDC (Allbridge from Celo),acUSDC,DHpoYejUDqzByb6HAdaLWF7KZvwUv2vWYDY9cTENNZui,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v/logo.png,true
Shibalana,SHIBA,Dhg9XnzJWzSQqH2aAnhPTEJHGQAkALDfD98MA499A7pa,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Dhg9XnzJWzSQqH2aAnhPTEJHGQAkALDfD98MA499A7pa/logo.png,true
Tether USD (Portal from Ethereum),USDTet,Dn4noZ5jgGfkntzcQSUZ8czkreiZ1ForXYoV2H8Dm7S1,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Dn4noZ5jgGfkntzcQSUZ8czkreiZ1ForXYoV2H8Dm7S1/logo.png,true
USD Coin (Portal from Polygon),USDCpo,E2VmbootbVCBkMNNxKQgCLMS1X3NoGMaYAsufaAsf7M,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/E2VmbootbVCBkMNNxKQgCLMS1X3NoGMaYAsufaAsf7M/logo.png,true
Dogelana,DGLN,E6UU5M1z4CvSAAF99d9wRoXsasWMEXsvHrz3JQRXtm2X,9,https://assets.coingecko.com/coins/images/21133/large/logo_%285%29.png?1642042028,true
Dai Stablecoin (Portal),DAI,EjmyN6qEC1Tf1JxiG1ae7UTJhUxSwk1TCWNWqxWV4J6o,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/EjmyN6qEC1Tf1JxiG1ae7UTJhUxSwk1TCWNWqxWV4J6o/logo.png,true
FRAKT,FRKT,ErGB9xa24Szxbk1M28u2Tx8rKPqzL6BroNkkzk5rG4zj,8,https://assets.coingecko.com/coins/images/18926/large/logo_-_2021-10-11T132203.751.png?1633929748,true
FTX (Wormhole),FTT,EzfgjvkSwthhgHaceR3LnKXUoRkP6NUhfghdaHAj1tUv,8,https://assets.coingecko.com/coins/images/22996/large/FTT_wh_small.png?1644225637,true
Terra Classic (Wormhole),LUNC,F6v4wfAdJB8D8p77bMXZgYt8TDKsYxLYxH5AFhUkYx9W,6,https://assets.coingecko.com/coins/images/22951/large/LUNA_wh_small.png?1644226405,true
Frax,FRAX,FR87nWEUxVgerFGhZM8Y4AggKGLnaXswr1Pd8wZ4kZcp,8,https://assets.coingecko.com/coins/images/13422/large/ethCanonicalFRAX.png?1669277108,true
Wrapped BTC (Allbridge from Avalanche),aaWBTC,Fd8xyHHRjTvxfZrBirb6MaxSmrZYw99gRSqFUKdFwFvw,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/qfnqNqs3nCAHjnyCgLRDbBtq4p2MtHZxw8YjSyYhPoL/logo.png,true
Synthetic FTT,XFTT,Fr3W7NPVvdVbwMcHgA7Gx2wUxP43txdsn3iULJGFbKz9,8,https://assets.coingecko.com/coins/images/20025/large/BGYHyQ4.png?1636418021,true
Soltato FRIES,FRIES,FriCEbw1V99GwrJRXPnSQ6su2TabHabNxiZ3VNsVFPPN,9,https://assets.coingecko.com/coins/images/19533/large/soltato.png?1635745612,true
Wrapped USDT (Allbridge from Avalanche),aaUSDT,FwEHs3kJEdMa2qZHv7SgzCiFXUQPEycEXksfBkwmS8gj,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB/logo.svg,true
GooseFX,GOFX,GFX1ZjR2P15tmrSwow6FjyDYcEkoFb4p4gJCpLBjaxHD,9,https://assets.coingecko.com/coins/images/19793/large/0Kjm9f4.png?1635906737,true
Wrapped USDT (Allbridge from HECO),ahUSDT,GfzU1fLASNV3r4NtEyrnwTyTakJkYzoivnaL3Snh45oj,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/GfzU1fLASNV3r4NtEyrnwTyTakJkYzoivnaL3Snh45oj/logo.png,true
Synthetic BTC,xBTC,HWxpSV3QAGzLQzGAtvhSYAEr7sTQugQygnni1gnUGh1D,10,https://www.synthetify.io/icons/xbtc.svg,true
Hxro,HXRO,HxhWkVpk5NS4Ltg5nij2G671CKXFRKPK8vy271Ub4uEK,8,https://assets.coingecko.com/coins/images/7805/large/Hxro_Profile_Transparent.png?1622443308,true
Avalanche (Wormhole),AVAX,KgV1GvrHQmRBY8sHQQeUKwTm2r2h8t4C8qt12Cw1HVE,8,https://assets.coingecko.com/coins/images/22943/large/AVAX_wh_small.png?1644224391,true
Marinade,MNDE,MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,9,https://assets.coingecko.com/coins/images/18867/large/MNDE.png?1643187748,true
Samusky,SAMU,SAMUmmSvrE8yqtcG94oyP1Zu2P9t8PSRSV3vewsGtPM,9,https://assets.coingecko.com/coins/images/20187/large/tokenlogo200x200.png?1636635312,true
Solend,SLND,SLNDpmoWTVADgEdndyvWzroNL7zSi1dF9PC3xHGtPwp,6,https://assets.coingecko.com/coins/images/19573/large/i6AMOwun_400x400.jpg?1635458597,true
Baby Samo Coin,BABY,Uuc6hiKT9Y6ASoqs2phonGGw2LAtecfJu9yEohppzWH,9,https://assets.coingecko.com/coins/images/20262/large/386VuTho_400x400.jpg?1636704021,true
Solbank,SBNK,uNrix3Q5g51MCEUrYBUEBDdQ96RQDQspQJJnnQ4T3Vc,6,https://assets.coingecko.com/coins/images/18513/large/yo_gS6Hi_400x400.png?1632218794,true
Serum (Wormhole from Ethereum),SRMET,xnorPhAzWXUczCP3KjU5yDxmKKZi5cSbxytQ1LgE3kG,6,https://assets.coingecko.com/coins/images/22978/large/SRMet_wh_small.png?1644224116,true
SolPay Finance,SOLPAY,zwqe1Nd4eiWyCcqdo4FgCq7LYZHdSeGKKudv6RwiAEn,9,https://assets.coingecko.com/coins/images/22766/large/1_wTkhKXbxhBQxR1BW5WKSNA.png?1642575140,true
edeXa Service Token,EDX,3Ysmnbdddpxv9xK8FUKXexdhRzEA4yrCz8WaE6Za5sjV,9,https://assets.coingecko.com/coins/images/28646/large/EDX_SERVICE_TOKEN.png?1672883345,true
Doggy Style,DoggyStyle,3in9a9yHtdjDFRjDyGTTpGUwJpT9zZBcyjQ8J7nqqNtq,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/3in9a9yHtdjDFRjDyGTTpGUwJpT9zZBcyjQ8J7nqqNtq/logo.png,true
Sandbox (Portal),SAND,49c7WuCZkQgc3M4qH8WuEUNXfgwupZf1xqWkDQ7gjRGt,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/49c7WuCZkQgc3M4qH8WuEUNXfgwupZf1xqWkDQ7gjRGt/logo.png,true
dYdX (Wormhole),DYDX,4Hx6Bj56eGyw8EJrrheM6LBQAvVYRikYCWsALeTrwyRU,8,https://assets.coingecko.com/coins/images/23039/large/DYDX_wh_small.png?1644225284,true
SolClout,SCT,4Te4KJgjtnZe4aE2zne8G4NPfrPjCwDmaiEx9rKnyDVZ,9,https://assets.coingecko.com/coins/images/21638/large/solclout.jpg?1639630028,true
1sol.io (Wormhole),1SOL,4ThReWAbAVZjNVgs5Ui9Pk3cZ5TYaD9u6Y89fp6EFzoF,8,https://assets.coingecko.com/coins/images/22923/large/1SOL_wh_small.png?1644222565,true
Elumia,ELU,4tJZhSdGePuMEfZQ3h5LaHjTPsw1iWTRFTojnZcwsAU6,9,https://assets.coingecko.com/coins/images/24433/large/me4oOqTM_400x400.png?1647662654,true
BUSD Token (Portal from BSC),BUSDbs,5RpUwQ8wtdPCZHhu6MERp2RGrpobsbZ6MH5dDHkUjs2,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/5RpUwQ8wtdPCZHhu6MERp2RGrpobsbZ6MH5dDHkUjs2/logo.png,true
Kitty Coin,KITTY,6XWfkyg5mzGtKNftSDgYjyoPyUsLRf2rafj95XSFSFrr,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/6XWfkyg5mzGtKNftSDgYjyoPyUsLRf2rafj95XSFSFrr/logo.png,true
Decentraland (Wormhole),MANA,7dgHoN8wBZCc5wbnQ2C47TDnBMAxG4Q5L3KjP67z8kNi,8,https://assets.coingecko.com/coins/images/23050/large/MANA_wh_small.png?1644226497,true
nom,NOM,7zhbkbKpGaUsJW7AD4yyAfGGoy53Xx2H3Ai5BKcwGKHw,0,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/7zhbkbKpGaUsJW7AD4yyAfGGoy53Xx2H3Ai5BKcwGKHw/logo.png,true
Saber Wrapped USD Coin (8 decimals),sUSDC-8,88881Hu2jGMfCs9tMu5Rr7Ah7WBNBuXqde4nR5ZmKYYy,8,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/88881Hu2jGMfCs9tMu5Rr7Ah7WBNBuXqde4nR5ZmKYYy/icon.png,false
Tether USD (Portal from BSC),USDTbs,8qJSyQprMC57TWKaYEmetUR3UUiTP2M3hXdcvFhkZdmv,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/8qJSyQprMC57TWKaYEmetUR3UUiTP2M3hXdcvFhkZdmv/logo.png,true
Saber Wrapped Bitcoin (Sollet) (9 decimals),sBTC-9,9999j2A8sXUtHtDoQdk528oVzhaKBsXyRGZ67FKGoi7H,9,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/9999j2A8sXUtHtDoQdk528oVzhaKBsXyRGZ67FKGoi7H/icon.png,false
Million Monke,MIMO,9TE7ebz1dsFo1uQ2T4oYAKSm39Y6fWuHrd6Uk6XaiD16,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/9TE7ebz1dsFo1uQ2T4oYAKSm39Y6fWuHrd6Uk6XaiD16/logo.png,true
Modul,MODUL,A98UDy7z8MfmWnTQt6cKjje7UfqV3pTLf4yEbuwL2HrH,9,https://raw.githubusercontent.com/parametrise/ParametriseLogo/main/Modul_Logomark_White_Pinky_Background.png,true
Realy Metaverse,REAL,AD27ov5fVU2XzwsbvnFvb1JpCBaCB5dRXrczV9CqSVGb,9,https://assets.coingecko.com/coins/images/21448/large/2SIFWp0b_400x400.jpg?1639174188,true
Saber Wrapped USDT (9 decimals),sUSDT-9,AEUT5uFm1D575FVCoQd5Yq891FJEqkncZUbBFoFcAhTV,9,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/AEUT5uFm1D575FVCoQd5Yq891FJEqkncZUbBFoFcAhTV/icon.png,false
Bitch Of Solana,BITCH,AMNoi4727tzy7adu4wnx3cN2VQbQdG71DqaPoSm7isJ3,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/AMNoi4727tzy7adu4wnx3cN2VQbQdG71DqaPoSm7isJ3/logo.png,true
Apricot,APRT,APTtJyaRX5yGTsJU522N4VYWg3vCvSb65eam5GrPT5Rt,6,https://assets.coingecko.com/coins/images/20636/large/hF_3FMuH_400x400.jpg?1637399870,true
aSOL Aggregate Solana Stake Pool,aSOL,ASoLXbfe7cd6igh5yiEsU8M7FW64QRxPKkxk7sjAfond,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/ASoLXbfe7cd6igh5yiEsU8M7FW64QRxPKkxk7sjAfond/logo.svg,true
Particle Technology,PART,AVKnbqNQgXDY8kbnno9eSGfwpVz5idimBnDKiz1vbWAh,9,https://assets.coingecko.com/coins/images/21302/large/logo.png?1638882252,true
Jungle,JUNGLE,Aogv6j1wWiBAZcqRNN1Y89eozda2ke6rkc4CYy7c4iCi,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Aogv6j1wWiBAZcqRNN1Y89eozda2ke6rkc4CYy7c4iCi/logo.png,true
The Ticket Finance,TICKET,AymKzSDznoLT7Vhsb4wSRnCj1gjcG3zkgYFY8fxsHHer,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/AymKzSDznoLT7Vhsb4wSRnCj1gjcG3zkgYFY8fxsHHer/logo.png,true
Pussy,PUSSY,BjTUmZjNUUAPKHVdTs8yZsCmecW5isSK4AbuFihXoUwa,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/BjTUmZjNUUAPKHVdTs8yZsCmecW5isSK4AbuFihXoUwa/logo.png,true
Saber Wrapped renBTC (10 decimals),srenBTC-10,BtX7AfzEJLnU8KQR1AgHrhGH5s2AHUTbfjhUQP8BhPvi,10,https://raw.githubusercontent.com/saber-hq/saber-lp-token-list/master/assets/mainnet/BtX7AfzEJLnU8KQR1AgHrhGH5s2AHUTbfjhUQP8BhPvi/icon.png,false
Capybara,CAPY,CAPYD6Lrm7bTZ6C7t7JvSxvpEcfKQ9YNB7kUjh6p6XBN,9,https://assets.coingecko.com/coins/images/22000/large/logo_-_2021-12-27T143844.581.png?1640587159,true
Cashio Dollar,CASH,CASHVDm2wsJXfhj6VWxb7GiMdoLc17Du7paH4bNr5woT,6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CASHVDm2wsJXfhj6VWxb7GiMdoLc17Du7paH4bNr5woT/icon.png,true
Mend,MEND,Ch9NFVk5sqEPQHtw2gJVgnHfTm7FW1JspYwc7SxLi6q3,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/Ch9NFVk5sqEPQHtw2gJVgnHfTm7FW1JspYwc7SxLi6q3/logo.png,true
SHIBA INU (Portal),SHIB,CiKu4eHsVrc1eueVQeHn7qhXTcVu95gSQmBpX4utjL9z,8,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CiKu4eHsVrc1eueVQeHn7qhXTcVu95gSQmBpX4utjL9z/logo.png,true
GM Solana,GM,CmSryDa4mnDYUicq7qSESsTKAdgBP26jSYcg8zavVoJd,7,https://cdn.jsdelivr.net/gh/brendanhernou/gm/GMSolana.jpg,true
DeFi Land,DFL,DFL1zNkaGPWm1BqAVqRjCZvHmwTFrEaJtbzJWgseoNJh,9,https://assets.coingecko.com/coins/images/18910/large/defilend.png?1637190571,true
BITXBIT,BITXBIT,DK6PWMyuZ4NMjsm9AWNCTMKrajQYrtfMjMJ3QauX2UH5,9,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/DK6PWMyuZ4NMjsm9AWNCTMKrajQYrtfMjMJ3QauX2UH5/logo.png,true
