Name, Symbol, Mint address, Decimals, LogoURI
Genopets Ki, KI, kiGenopAScF8VF31Zbtx2Hg8qA5ArGqvnVtXb83sotc, 9, https://arweave.net/WfPR8w5dEoerG_bI3S2o2_nuSfWY3p8M4YbQ6ijd1cQ?ext=png
